,date,md_plus_code,md_minus_code,season,distance,distance_over_21,distance_over_24,distance_over_27,accel_decel_over_2_5,accel_decel_over_3_5,accel_decel_over_4_5,day_duration,peak_speed,hr_zone_1_hms,hr_zone_2_hms,hr_zone_3_hms,hr_zone_4_hms,hr_zone_5_hms,bio_baseline_completeness,bio_baseline_composite,emboss_baseline_score,msk_joint_range_baseline_completeness,msk_joint_range_baseline_composite,msk_load_tolerance_baseline_completeness,msk_load_tolerance_baseline_composite,sleep_baseline_completeness,sleep_baseline_composite,soreness_baseline_completeness,soreness_baseline_composite,subjective_baseline_completeness,subjective_baseline_composite,dynamic__agility__acceleration,dynamic__agility__deceleration,dynamic__jump__land,dynamic__jump__pre-load,dynamic__jump__take off,dynamic__sprint__acceleration,dynamic__sprint__max velocity,dynamic__upper body__pull,dynamic__upper body__push,isometric__agility__acceleration,isometric__agility__deceleration,isometric__agility__rotate,isometric__jump__land,isometric__jump__pre-load,isometric__jump__take off,isometric__sprint__acceleration,isometric__sprint__max velocity,isometric__upper body__grapple,isometric__upper body__pull,isometric__upper body__push
144,2023-12-23,4.0,-1.0,2023/2024,5125.2198,256.1200096,150.7342586,52.00143855,71.96424448,23.53522215,8.5312037,01:36:53,30.8883,0 days 00:16:27,0 days 00:26:47,0 days 00:13:13,0 days 00:04:25,0 days 00:00:00,0.0,0.0,0.062111111,0.0,0.0,0.0,0.0,0.3225806451612903,0.172,0.048387097,-0.29,0.3225806451612903,0.092666667,0.43,0.87,0.674,0.484,0.64,0.43,0.634,0.87,0.43,0.52,1.112,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.664
145,2023-12-24,0.0,0.0,2023/2024,9483.852577,230.1689313,106.8301424,31.07974099,189.2693391,66.20669325,20.48255623,01:49:16,29.8757,0 days 00:09:21,0 days 00:29:27,0 days 00:23:39,0 days 00:12:46,0 days 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.87,0.674,0.484,0.64,0.43,0.634,0.87,0.43,0.52,1.112,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.664
146,2023-12-25,1.0,-2.0,2023/2024,2858.089867,41.40475886,26.44799693,8.466480423,32.0126581,17.5817166,2.616002036,00:49:36,27.9558,0 days 00:05:04,0 days 00:14:36,0 days 00:13:24,0 days 00:01:49,0 days 00:00:05,0.0,0.0,-0.102160494,0.1052631578947368,0.18,0.0,0.0,0.4736842105263157,0.067222222,0.2236842105263158,-0.953333333,0.4736842105263157,0.06462963,0.43,0.87,0.674,0.484,0.64,0.43,0.634,0.87,0.43,0.52,1.112,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.664
147,2023-12-26,2.0,-1.0,2023/2024,3975.319652,39.79670861,18.84074876,3.54129411,126.2577292,41.90250489,8.978679261,01:19:33,27.3105,0 days 00:07:54,0 days 00:22:44,0 days 00:22:05,0 days 00:08:21,0 days 00:00:20,0.0,0.0,-0.028444444,0.0,0.0,0.0,0.0,0.1612903225806451,-0.212,0.064516129,-0.195,0.1612903225806451,0.092666667,0.426,0.87,0.674,0.484,0.64,0.426,0.634,0.87,0.426,0.52,1.112,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.664
148,2023-12-27,0.0,0.0,2023/2024,7080.890527,397.5145628,216.946763,83.26034707,184.4594002,72.66511218,25.94368923,01:08:10,30.87170857,0 days 00:01:43,0 days 00:08:58,0 days 00:20:43,0 days 00:20:01,0 days 00:00:46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426,0.87,0.674,0.484,0.64,0.426,0.634,0.87,0.426,0.52,1.112,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.664
149,2023-12-28,1.0,-2.0,2023/2024,2831.40135,37.79225606,0.0,1.100152407,64.31760523,19.45836915,3.940454692,00:50:31,26.6166,0 days 00:04:25,0 days 00:13:19,0 days 00:15:37,0 days 00:03:33,0 days 00:00:09,0.0,0.0,-0.262726608,0.1842105263157894,-0.108571429,0.0,0.0,0.4736842105263157,-0.402222222,0.25,-0.826,0.4736842105263157,-0.099259259,0.426,0.87,0.674,0.484,0.64,0.426,0.634,0.87,0.426,0.52,1.112,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.664
150,2023-12-29,2.0,-1.0,2023/2024,4007.270505,111.6924942,17.97268698,3.92932739,109.4169348,29.96266795,7.305721849,01:04:58,27.2842,0 days 00:05:33,0 days 00:18:00,0 days 00:20:57,0 days 00:10:29,0 days 00:00:01,0.0,0.0,-0.005538194,0.0,0.0,0.0,0.0,0.4210526315789473,0.119375,0.2368421052631578,-0.874444444,0.4210526315789473,0.3427083333333333,0.426,0.87,0.674,0.484,0.64,0.426,0.634,0.87,0.426,0.52,1.112,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.664
151,2023-12-30,0.0,0.0,2023/2024,7479.689355,690.7498297,410.1674373,204.3582614,177.7384835,64.69120475,20.70978047,00:50:09,32.04053333,0 days 00:02:36,0 days 00:09:10,0 days 00:32:12,0 days 00:22:22,0 days 00:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426,0.87,0.674,0.484,0.64,0.426,0.634,0.87,0.426,0.52,1.112,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.664
152,2023-12-31,1.0,-6.0,2023/2024,7034.663255,342.4259964,212.386882,40.84154989,195.4113654,59.82596423,14.9926811,02:07:00,29.14143333,0 days 00:06:18,0 days 00:30:26,0 days 00:34:55,0 days 00:21:45,0 days 00:00:05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426,0.87,0.674,0.484,0.64,0.426,0.634,0.87,0.426,0.52,1.112,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.664
153,2024-01-01,2.0,-5.0,2023/2024,3763.62156,285.9641248,126.4271342,56.28332647,143.1926115,44.59079698,9.692523481,00:59:08,30.78977857,0 days 00:03:13,0 days 00:05:19,0 days 00:19:19,0 days 00:23:32,0 days 00:00:48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426,0.87,0.674,0.484,0.64,0.426,0.634,0.87,0.426,0.52,1.112,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.664
154,2024-01-02,3.0,-4.0,2023/2024,5475.247135,180.8999438,94.76641946,19.55426245,214.1984716,75.25086868,19.50872263,01:37:14,28.23124667,0 days 00:03:52,0 days 00:22:58,0 days 00:17:58,0 days 00:27:23,0 days 00:00:07,0.0,0.0,-0.012901235,0.0,0.0,0.0,0.0,0.4736842105263157,-0.098888889,0.2368421052631578,-0.684444444,0.4736842105263157,0.2937037037037037,0.426,0.87,0.674,0.484,0.64,0.426,0.634,0.87,0.426,0.52,1.112,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.664
155,2024-01-03,4.0,-3.0,2023/2024,8746.808456,414.266171,163.0357095,79.57320626,180.3897862,60.28968518,17.66931334,02:01:00,31.8226819,0 days 00:06:04,0 days 00:21:34,0 days 00:25:36,0 days 00:15:42,0 days 00:00:32,0.0,0.0,-0.085388889,0.0,0.0,0.0,0.0,0.3947368421052631,0.2293333333333333,0.2631578947368421,-0.7965,0.3947368421052631,0.132,0.426,0.87,0.674,0.484,0.64,0.426,0.634,0.87,0.426,0.52,1.112,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.664
156,2024-01-04,5.0,-2.0,2023/2024,3134.943069,5.738610729,17.4887717,7.343682472,105.5355604,39.35032742,8.862770469,01:13:43,27.7825,0 days 00:09:10,0 days 00:24:34,0 days 00:20:30,0 days 00:08:02,0 days 00:00:15,0.0,0.0,0.1100277777777777,0.0,0.0,0.0,0.0,0.3225806451612903,0.119,0.032258065,-0.19,0.3225806451612903,0.1803333333333333,0.426,0.87,0.674,0.484,0.64,0.426,0.634,0.87,0.426,0.52,1.112,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.664
157,2024-01-05,6.0,-1.0,2023/2024,4422.351734,220.8909618,69.2041885,3.225913072,120.789707,32.93758627,8.709385631,01:21:59,27.2138,0 days 00:04:56,0 days 00:22:56,0 days 00:24:44,0 days 00:11:28,0 days 00:00:03,0.0,0.0,0.08287037,0.0,0.0,0.0,0.0,0.2903225806451613,0.032222222,0.032258065,-0.19,0.2903225806451613,0.18,0.426,0.87,0.674,0.484,0.64,0.426,0.634,0.87,0.426,0.52,1.112,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.664
158,2024-01-06,0.0,0.0,2023/2024,10831.70678,822.7140724,348.2166817,140.2795224,266.5957033,100.5267384,36.23496579,01:45:13,30.80376,0 days 00:07:34,0 days 00:10:09,0 days 00:03:23,0 days 00:10:17,0 days 00:00:14,0.0,0.0,0.085625,0.1290322580645161,0.04875,0.1290322580645161,0.1225,0.0,0.0,0.0,0.0,0.0,0.0,0.426,0.87,0.674,0.484,0.64,0.426,0.634,0.87,0.426,0.52,1.112,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.664
159,2024-01-07,1.0,-2.0,2023/2024,2943.781236,64.28767178,32.82206816,1.2127601,65.16148509,20.17404725,6.053023105,01:04:16,26.998,0 days 00:07:37,0 days 00:22:53,0 days 00:14:26,0 days 00:06:16,0 days 00:00:00,0.0,0.0,-0.036792929,0.1612903225806451,0.1379999999999999,0.0,0.0,0.3548387096774194,-0.243636364,0.048387097,-0.095,0.3548387096774194,-0.020606061,0.426,0.882,0.69,0.504,0.64,0.426,0.634,0.882,0.426,0.52,1.138,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.664
160,2024-01-08,2.0,-1.0,2023/2024,3629.951717,0.0,15.95401659,9.834644045,130.350103,41.37135174,9.376283891,01:01:51,28.4214,0 days 00:05:26,0 days 00:13:48,0 days 00:19:13,0 days 00:15:45,0 days 00:01:38,0.0,0.0,0.067006173,0.0,0.0,0.0,0.0,0.2903225806451613,0.003333333,0.032258065,-0.19,0.2903225806451613,0.1559259259259259,0.426,0.882,0.69,0.504,0.64,0.426,0.634,0.882,0.426,0.52,1.138,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.664
161,2024-01-09,0.0,0.0,2023/2024,8589.187292,906.2672906,463.3741315,157.3920573,169.9471391,72.58950333,27.88169578,01:16:38,31.33022,0 days 00:02:51,0 days 00:10:16,0 days 00:13:01,0 days 00:23:53,0 days 00:00:33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426,0.882,0.69,0.504,0.64,0.426,0.634,0.882,0.426,0.52,1.138,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.687
162,2024-01-10,1.0,-3.0,2023/2024,5709.560254,132.7979623,85.02969186,55.93927915,138.1062703,44.65527333,13.48055286,01:16:55,30.90984857,0 days 00:01:49,0 days 00:07:26,0 days 00:16:38,0 days 00:21:11,0 days 00:00:18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.879,0.69,0.484,0.64,0.43,0.598,0.879,0.43,0.52,1.138,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.687
163,2024-01-11,2.0,-2.0,2023/2024,5518.416086,124.5417028,13.5053778,16.21131402,169.6635112,52.46915423,12.4344509,01:19:50,29.7669,0 days 00:01:54,0 days 00:15:32,0 days 00:23:42,0 days 00:20:03,0 days 00:00:02,0.0,0.0,0.0151527777777777,0.1935483870967742,0.3833333333333333,0.1935483870967742,0.0075,0.2903225806451613,-0.033333333,0.064516129,-0.29,0.2903225806451613,-0.197037037,0.43,0.879,0.69,0.498,0.625,0.43,0.598,0.879,0.43,0.52,1.138,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.687
164,2024-01-12,3.0,-1.0,2023/2024,3102.248466,72.37177725,5.612639721,15.64382849,87.00564071,18.59486418,2.528923219,00:33:12,29.9855,0 days 00:03:19,0 days 00:04:32,0 days 00:05:22,0 days 00:07:51,0 days 00:00:00,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.3225806451612903,-0.12,0.032258065,-0.19,0.3225806451612903,0.090666667,0.43,0.879,0.69,0.498,0.625,0.43,0.598,0.879,0.43,0.52,1.138,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.687
165,2024-01-13,0.0,0.0,2023/2024,1935.471089,93.73276103,80.28036728,130.0962033,33.31429745,8.577618542,0.842919656,00:55:54,31.500525,0 days 00:08:43,0 days 00:16:21,0 days 00:09:46,0 days 00:01:52,0 days 00:00:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.879,0.69,0.498,0.625,0.43,0.598,0.879,0.43,0.52,1.138,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.687
166,2024-01-14,1.0,-9.0,2023/2024,5861.672813,241.2091218,7.283584987,0.0,162.6116355,51.18437511,14.20096366,01:28:32,24.8621,0 days 00:04:08,0 days 00:14:38,0 days 00:19:02,0 days 00:17:55,0 days 00:00:26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.879,0.69,0.498,0.625,0.43,0.598,0.879,0.43,0.52,1.138,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.687
167,2024-01-15,2.0,-8.0,2023/2024,5341.723039,413.8544146,182.3661079,24.37419146,107.022116,32.99943272,6.39138919,01:22:22,28.41166333,0 days 00:05:04,0 days 00:26:04,0 days 00:21:22,0 days 00:10:44,0 days 00:00:04,0.0,0.0,0.089,0.2903225806451613,0.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.879,0.69,0.498,0.625,0.43,0.598,0.879,0.43,0.52,1.138,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.687
168,2024-01-16,3.0,-7.0,2023/2024,5464.855965,40.97725647,13.99397075,3.81409173,97.96153614,21.64003403,2.611565595,01:25:46,27.2522,0 days 00:07:09,0 days 00:23:24,0 days 00:24:57,0 days 00:08:14,0 days 00:00:24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.879,0.69,0.498,0.625,0.43,0.598,0.879,0.43,0.52,1.138,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.687
169,2024-01-17,4.0,-6.0,2023/2024,3244.280098,73.76017903,0.0,4.692360593,71.43619296,16.05278839,3.525802836,00:57:32,27.922,0 days 00:03:52,0 days 00:16:30,0 days 00:18:21,0 days 00:05:10,0 days 00:00:01,0.0,0.0,0.095416667,0.0,0.0,0.0,0.0,0.1935483870967742,-0.108333333,0.032258065,0.0,0.1935483870967742,0.2383333333333333,0.43,0.879,0.69,0.498,0.625,0.43,0.598,0.879,0.43,0.52,1.138,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.687
170,2024-01-18,5.0,-5.0,2023/2024,3368.721266,55.0963926,54.06830845,4.376061565,119.7033665,46.30126968,12.87073738,00:53:10,27.2542,0 days 00:03:33,0 days 00:14:29,0 days 00:20:51,0 days 00:09:21,0 days 00:00:14,0.0,0.0,0.055378788,0.0,0.0,0.0,0.0,0.3548387096774194,-0.126363636,0.032258065,0.0,0.3548387096774194,0.1872727272727272,0.43,0.879,0.69,0.498,0.625,0.43,0.598,0.879,0.43,0.52,1.138,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.687
171,2024-01-19,6.0,-4.0,2023/2024,4307.578634,195.5900485,80.47888676,7.913238014,99.91214987,24.94448891,5.993145724,01:08:06,27.4885,0 days 00:05:40,0 days 00:17:34,0 days 00:15:51,0 days 00:04:43,0 days 00:00:00,0.0,0.0,0.05702381,0.0,0.0,0.0,0.0,0.2258064516129032,-0.067142857,0.0,0.0,0.2258064516129032,0.1476190476190476,0.43,0.879,0.69,0.498,0.625,0.43,0.598,0.879,0.43,0.52,1.138,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.687
172,2024-01-20,7.0,-3.0,2023/2024,7122.287136,132.5374923,42.57768566,17.55882339,135.8141332,36.68207884,6.670683457,01:39:43,29.0863,0 days 00:09:41,0 days 00:28:32,0 days 00:22:43,0 days 00:10:47,0 days 00:00:01,0.0,0.0,-0.027708333,0.0,0.0,0.0,0.0,0.2580645161290322,-0.2125,0.0,0.0,0.2580645161290322,0.050833333,0.43,0.879,0.69,0.498,0.625,0.43,0.598,0.879,0.43,0.52,1.138,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.687
173,2024-01-21,8.0,-2.0,2023/2024,3447.711599,29.0206927,19.92594054,0.0,99.83454272,26.31765762,9.178680269,01:11:20,25.8224,0 days 00:08:07,0 days 00:22:46,0 days 00:19:48,0 days 00:10:34,0 days 00:00:46,0.0,0.0,-0.104635417,0.0,0.0,0.0,0.0,0.4210526315789473,-0.326875,0.2105263157894736,-0.48,0.4210526315789473,0.038333333,0.43,0.879,0.69,0.498,0.625,0.43,0.598,0.879,0.43,0.52,1.138,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.687
174,2024-01-22,9.0,-1.0,2023/2024,4345.954022,83.8873607,23.26148802,0.0,82.38594077,19.22556784,8.174221042,01:14:11,25.8985,0 days 00:08:35,0 days 00:24:33,0 days 00:14:25,0 days 00:05:26,0 days 00:00:00,0.0,0.0,0.1383333333333333,0.0,0.0,0.0,0.0,0.2258064516129032,0.0,0.0,0.0,0.2258064516129032,0.2766666666666666,0.43,0.879,0.668,0.524,0.625,0.43,0.646,0.879,0.43,0.52,1.138,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.6385
175,2024-01-23,0.0,0.0,2023/2024,4254.805877,444.0975116,275.0558022,98.54446488,85.47929268,33.54714394,12.42059375,00:40:50,30.896145,0 days 00:01:04,0 days 00:01:17,0 days 00:00:59,0 days 00:00:42,0 days 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4345,0.879,0.668,0.524,0.625,0.4345,0.646,0.879,0.4345,0.52,1.138,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.6385
176,2024-01-24,1.0,-2.0,2023/2024,3721.958901,132.4459734,25.23462867,2.909809296,116.334591,34.20030111,10.05196293,01:07:50,27.1181,0 days 00:05:26,0 days 00:19:44,0 days 00:20:48,0 days 00:10:54,0 days 00:00:12,0.0,0.0,-0.022321429,0.1052631578947368,0.3825,0.0,0.0,0.3684210526315789,-0.332142857,0.2105263157894736,-0.29,0.3684210526315789,0.1457142857142857,0.4345,0.879,0.668,0.524,0.625,0.4345,0.646,0.879,0.4345,0.52,1.138,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.6385
177,2024-01-25,2.0,-1.0,2023/2024,5659.661552,116.8716779,64.52823645,10.77087347,168.4917259,49.1161861,13.37099509,01:07:57,28.41306667,0 days 00:01:50,0 days 00:10:49,0 days 00:17:06,0 days 00:16:07,0 days 00:01:37,0.0,0.0,0.089611111,0.0,0.0,0.0,0.0,0.3225806451612903,0.1,0.032258065,-0.19,0.3225806451612903,0.149,0.4345,0.879,0.668,0.524,0.625,0.4345,0.646,0.879,0.4345,0.52,1.138,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.6385
178,2024-01-26,0.0,0.0,2023/2024,8511.060839,568.4758788,198.2367716,14.75186374,199.1596621,69.93265836,23.28060778,01:06:34,27.70963,0 days 00:02:24,0 days 00:10:27,0 days 00:19:42,0 days 00:18:15,0 days 00:00:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4345,0.879,0.668,0.524,0.625,0.4345,0.646,0.879,0.4345,0.52,1.138,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.6385
179,2024-01-27,1.0,-4.0,2023/2024,2694.229565,104.7200045,45.52331666,18.26790378,34.4141696,6.323007078,2.975741381,00:29:55,28.92256667,0 days 00:04:01,0 days 00:02:17,0 days 00:02:08,0 days 00:01:47,0 days 00:00:00,0.0,0.0,-0.066186869,0.1612903225806451,0.287,0.0,0.0,0.3548387096774194,-0.074545455,0.1290322580645161,-0.26875,0.3548387096774194,-0.206666667,0.4345,0.879,0.668,0.524,0.625,0.4345,0.646,0.879,0.4345,0.52,1.138,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.6385
180,2024-01-28,2.0,-3.0,2023/2024,4133.981438,73.57080316,129.5660623,27.52415781,87.40684371,28.19903647,7.394287988,01:09:59,28.98809667,0 days 00:08:44,0 days 00:21:29,0 days 00:16:27,0 days 00:05:18,0 days 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4345,0.879,0.668,0.524,0.625,0.4345,0.646,0.879,0.4345,0.52,1.138,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.6385
181,2024-01-29,3.0,-2.0,2023/2024,4244.414311,98.49548262,17.86344914,0.0,145.155625,50.6615521,15.13300595,01:15:06,25.6499,0 days 00:03:21,0 days 00:17:39,0 days 00:22:44,0 days 00:19:56,0 days 00:01:35,0.0,0.0,0.0322499999999999,0.0,0.0,0.0,0.0,0.3225806451612903,-0.055,0.0,0.0,0.3225806451612903,0.092,0.4345,0.89,0.668,0.524,0.625,0.4345,0.646,0.89,0.4345,0.52,1.138,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.6385
182,2024-01-30,4.0,-1.0,2023/2024,4953.214085,42.38483725,40.45180901,2.00775606,118.1842285,30.64979999,8.667437896,01:18:54,27.1316,0 days 00:05:14,0 days 00:23:12,0 days 00:24:21,0 days 00:13:05,0 days 00:00:14,0.0,0.0,0.006759259,0.0,0.0,0.0,0.0,0.2903225806451613,-0.15,0.0,0.0,0.2903225806451613,0.088518519,0.4345,0.899,0.668,0.524,0.625,0.4345,0.646,0.899,0.4345,0.52,1.138,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.6385
183,2024-01-31,0.0,0.0,2023/2024,9901.730001,662.1078996,497.4836735,286.564259,211.6648729,86.59323465,32.1709778,01:26:16,31.9429,0 days 00:05:09,0 days 00:15:04,0 days 00:08:49,0 days 00:21:58,0 days 00:00:47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4345,0.899,0.668,0.524,0.625,0.4345,0.646,0.899,0.4345,0.52,1.138,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.772
184,2024-02-01,1.0,-3.0,2023/2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4445,0.899,0.668,0.524,0.625,0.4445,0.646,0.899,0.4445,0.52,1.138,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.772
185,2024-02-02,2.0,-2.0,2023/2024,4330.693294,27.53399217,6.177371872,2.393489677,177.5298529,52.62659962,12.01963406,01:20:32,27.0306,0 days 00:05:59,0 days 00:20:58,0 days 00:23:49,0 days 00:15:48,0 days 00:01:01,0.0,0.0,-0.029451754,0.1052631578947368,0.34875,0.1052631578947368,0.04125,0.4736842105263157,-0.113888889,0.2105263157894736,-0.77,0.4736842105263157,0.1961111111111111,0.4445,0.899,0.668,0.53,0.64,0.4445,0.646,0.899,0.4445,0.52,1.138,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.772
186,2024-02-03,3.0,-1.0,2023/2024,4746.300544,99.92373405,0.0,15.32962838,98.69689493,29.06460727,6.814773398,01:12:45,29.7086,0 days 00:04:24,0 days 00:18:41,0 days 00:19:06,0 days 00:08:12,0 days 00:00:04,0.0,0.0,0.040980392,0.0,0.0,0.0,0.0,0.4473684210526316,0.1564705882352941,0.2105263157894736,-0.58,0.4473684210526316,0.2782352941176471,0.4445,0.899,0.668,0.53,0.64,0.4445,0.646,0.899,0.4445,0.52,1.138,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.772
187,2024-02-04,0.0,0.0,2023/2024,9767.514052,809.2518144,474.7958006,196.8253259,244.1429992,97.21404661,35.69733353,02:04:12,31.57042,0 days 00:11:21,0 days 00:06:21,0 days 00:08:42,0 days 00:11:10,0 days 00:00:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4445,0.899,0.668,0.53,0.64,0.4445,0.646,0.899,0.4445,0.52,1.138,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.772
188,2024-02-05,1.0,-2.0,2023/2024,3211.595364,131.22347,16.56961175,0.0,99.64571559,25.15018365,3.909239635,01:14:34,25.7461,0 days 00:10:28,0 days 00:23:37,0 days 00:19:08,0 days 00:06:10,0 days 00:00:00,0.0,0.0,-0.081296296,0.1290322580645161,0.3662499999999999,0.0,0.0,0.3870967741935484,-0.215833333,0.0,0.0,0.3870967741935484,-0.216111111,0.4445,0.899,0.668,0.53,0.64,0.4445,0.646,0.899,0.4445,0.52,1.138,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.772
189,2024-02-06,2.0,-1.0,2023/2024,2697.592513,76.378314,0.0,0.291711768,56.23341507,13.31666018,2.113367152,00:51:34,22.6532,0 days 00:06:11,0 days 00:18:33,0 days 00:17:51,0 days 00:02:10,0 days 00:00:00,0.0,0.0,0.005138889,0.0,0.0,0.0,0.0,0.4736842105263157,0.032777778,0.2105263157894736,-0.58,0.4736842105263157,0.2309259259259259,0.4445,0.89,0.668,0.53,0.64,0.4445,0.646,0.89,0.4445,0.52,1.148,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.772
190,2024-02-07,0.0,0.0,2023/2024,7354.290174,817.3928258,301.2665337,154.0268647,154.9381671,52.33586101,15.01099251,00:57:21,31.309785,0 days 00:03:07,0 days 00:08:50,0 days 00:29:11,0 days 00:23:46,0 days 00:00:59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4445,0.89,0.668,0.53,0.64,0.4445,0.646,0.89,0.4445,0.52,1.148,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.772
191,2024-02-08,1.0,-4.0,2023/2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4445,0.89,0.668,0.53,0.64,0.4445,0.646,0.89,0.4445,0.52,1.148,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.772
192,2024-02-09,2.0,-3.0,2023/2024,1590.147756,57.55970586,27.42736764,9.728455109,57.56887819,22.30235835,8.626559379,00:29:18,28.2493,0 days 00:01:47,0 days 00:04:08,0 days 00:03:12,0 days 00:02:59,0 days 00:00:03,0.0,0.0,0.048886364,0.1612903225806451,0.421,0.1612903225806451,-0.052,0.3548387096774194,-0.118181818,0.048387097,-0.19,0.3548387096774194,0.083030303,0.4345,0.89,0.668,0.507,0.6225,0.4345,0.637,0.89,0.4345,0.52,1.148,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.772
