,date,md_plus_code,md_minus_code,season,distance,distance_over_21,distance_over_24,distance_over_27,accel_decel_over_2_5,accel_decel_over_3_5,accel_decel_over_4_5,day_duration,peak_speed,hr_zone_1_hms,hr_zone_2_hms,hr_zone_3_hms,hr_zone_4_hms,hr_zone_5_hms
208,2023-02-26,0,0,2022/2023,4864.689907,309.8419533,126.2032973,63.92572338,164.1218246,60.20614667,19.64049893,0 days 00:53:40.296334200,30.1441331,0 days 00:01:52,0 days 00:06:42,0 days 00:18:30,0 days 00:24:36,0 days 00:01:39
209,2023-02-27,1,-5,2022/2023,4284.103153,276.2859847,62.16265466,47.43422756,115.3983201,42.01022416,10.6822483,0 days 00:56:56.005664400,29.3345,0 days 00:02:13,0 days 00:10:06,0 days 00:20:18,0 days 00:14:28,0 days 00:00:05
210,2023-02-28,2,-4,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
211,2023-03-01,3,-3,2022/2023,4690.492099,129.5235642,59.17528644,37.47354967,95.45638199,27.98565179,7.00831373,0 days 01:08:37.732098600,31.8567,0 days 00:04:08,0 days 00:19:21,0 days 00:18:54,0 days 00:08:33,0 days 00:00:02
212,2023-03-02,4,-2,2022/2023,4035.496156,177.7139957,36.7722588,16.31673436,90.38484957,29.30772392,6.954078283,0 days 01:12:09.893476800,29.0572,0 days 00:06:38,0 days 00:20:17,0 days 00:17:40,0 days 00:07:05,0 days 00:00:00
213,2023-03-03,5,-1,2022/2023,3497.15094,165.4036,29.865138,11.4095165,60.71893603,18.31220678,6.550788155,0 days 01:11:43.635891,28.0945,0 days 00:12:06,0 days 00:22:15,0 days 00:14:18,0 days 00:05:39,0 days 00:00:05
214,2023-03-04,0,0,2022/2023,10857.31306,830.4920774,350.76877,100.8573982,206.1733046,71.19543952,23.2719235,0 days 01:16:46.259206800,29.72524,0 days 00:02:36,0 days 00:10:17,0 days 00:09:07,0 days 00:21:39,0 days 00:00:14
215,2023-03-05,1,-2,2022/2023,4157.794794,152.8779031,78.03738426,12.80378469,155.8498815,53.68221934,15.98187958,0 days 01:11:55.082799,28.63654667,0 days 00:01:52,0 days 00:10:06,0 days 00:15:59,0 days 00:18:45,0 days 00:00:57
216,2023-03-06,2,-1,2022/2023,2542.877846,8.237399208,3.737623326,0.0,35.35894346,5.109676973,0.029893786,0 days 00:56:16.151128199,23.9343,0 days 00:11:58,0 days 00:18:10,0 days 00:13:56,0 days 00:01:18,0 days 00:00:00
217,2023-03-07,0,0,2022/2023,13193.00605,830.5468366,332.654283,56.48756313,285.1133706,102.8704979,34.61342812,0 days 02:00:26.926218,28.94822,0 days 00:09:17,0 days 00:10:55,0 days 00:02:07,0 days 00:13:08,0 days 00:00:44
218,2023-03-08,1,-3,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
219,2023-03-09,2,-2,2022/2023,3261.61127,27.47028715,0.0,7.87687626,84.01647994,26.8706119,6.211442214,0 days 01:01:15.079992599,28.7971,0 days 00:02:44,0 days 00:17:01,0 days 00:16:32,0 days 00:10:24,0 days 00:00:08
220,2023-03-10,3,-1,2022/2023,4131.969039,127.7014011,14.79560298,2.143226883,85.00631942,32.29540408,8.265236679,0 days 01:21:36.084299400,27.206,0 days 00:14:12,0 days 00:28:19,0 days 00:13:56,0 days 00:06:36,0 days 00:00:00
221,2023-03-11,0,0,2022/2023,10531.23661,493.945413,214.3529746,56.79156325,247.3613349,85.43092305,31.81684987,0 days 01:59:07.423254,29.72526667,0 days 00:06:37,0 days 00:12:38,0 days 00:03:50,0 days 00:10:52,0 days 00:00:24
222,2023-03-12,1,-6,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
223,2023-03-13,2,-5,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
224,2023-03-14,3,-4,2022/2023,5616.510291,9.474426271,7.280189578,0.0,118.7470619,30.0049333,6.582380453,0 days 01:15:02.704660800,25.7129,0 days 00:02:50,0 days 00:14:24,0 days 00:22:26,0 days 00:13:30,0 days 00:00:11
225,2023-03-15,4,-3,2022/2023,3435.635707,190.1481434,116.8473664,52.82620579,47.85405208,11.94828952,5.681125136,0 days 00:59:14.496740400,29.9511,0 days 00:05:23,0 days 00:12:32,0 days 00:11:05,0 days 00:03:48,0 days 00:00:01
226,2023-03-16,5,-2,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
227,2023-03-17,6,-1,2022/2023,4215.198739,83.40048883,24.18543895,0.0,108.9137986,28.09619117,10.51911551,0 days 00:58:44.270392200,25.7431,0 days 00:02:41,0 days 00:12:33,0 days 00:19:49,0 days 00:12:57,0 days 00:00:08
228,2023-03-18,0,0,2022/2023,8953.714038,378.3561656,120.7167883,14.93358774,193.20789,73.26133985,26.63124424,0 days 01:25:05.529810,28.06623,0 days 00:02:39,0 days 00:17:39,0 days 00:14:22,0 days 00:15:03,0 days 00:00:04
229,2023-03-19,1,-10,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
230,2023-03-20,2,-10,2022/2023,2107.43894,41.60717815,17.0516546,9.015856981,62.82801879,17.10396047,4.189320464,0 days 00:50:31.202710800,28.0545,0 days 00:05:14,0 days 00:14:16,0 days 00:13:31,0 days 00:03:18,0 days 00:00:04
231,2023-03-21,3,-10,2022/2023,2662.084087,150.6116938,30.89267042,8.727625886,21.4053376,3.041440791,2.112590964,0 days 01:14:23.306290800,27.7849,0 days 00:17:15,0 days 00:20:43,0 days 00:09:26,0 days 00:02:40,0 days 00:00:00
232,2023-03-22,4,-10,2022/2023,4554.695403,130.1429731,69.83048093,14.71621473,64.33993957,13.19840072,6.330970906,0 days 01:18:14.422726800,28.678625,0 days 00:09:13,0 days 00:25:38,0 days 00:18:09,0 days 00:05:40,0 days 00:00:00
233,2023-03-23,5,-9,2022/2023,4330.336625,167.2953616,92.81754259,22.13447773,64.41120426,19.34735718,7.366657261,0 days 01:03:36.440053200,29.18955,0 days 00:05:15,0 days 00:22:00,0 days 00:15:46,0 days 00:06:16,0 days 00:00:01
234,2023-03-24,6,-8,2022/2023,7010.538769,333.2851253,132.1098874,28.87212426,123.740769,43.82457424,14.00509416,0 days 01:22:26.675487,28.55468889,0 days 00:02:34,0 days 00:14:28,0 days 00:22:01,0 days 00:19:11,0 days 00:00:17
235,2023-03-25,7,-7,2022/2023,6040.194147,238.9898749,153.0910528,58.45666325,101.4676251,36.73591642,14.03173299,0 days 00:52:29.705944200,30.57891619,0 days 00:03:24,0 days 00:08:39,0 days 00:19:20,0 days 00:15:35,0 days 00:00:06
236,2023-03-26,8,-6,2022/2023,4345.378437,235.447775,121.361653,25.52032732,76.17172267,23.73482063,7.573795866,0 days 01:34:58.978854600,28.70564048,0 days 00:16:27,0 days 00:28:14,0 days 00:13:37,0 days 00:02:48,0 days 00:00:11
237,2023-03-27,9,-5,2022/2023,6005.667359,341.4196272,133.3200766,78.25043867,107.8397591,28.52293422,10.17530382,0 days 01:21:05.946783,31.5066,0 days 00:06:04,0 days 00:22:59,0 days 00:23:11,0 days 00:13:19,0 days 00:00:11
238,2023-03-28,10,-4,2022/2023,6777.108957,232.3148528,71.23010562,14.24430592,125.1657371,36.68205095,10.54528354,0 days 01:38:29.822212800,28.70209167,0 days 00:10:29,0 days 00:26:26,0 days 00:26:08,0 days 00:07:03,0 days 00:00:00
239,2023-03-29,10,-3,2022/2023,6929.994341,248.2874701,54.49191449,14.89953228,123.1623045,35.65436664,14.40801178,0 days 01:48:05.087724,28.5874,0 days 00:14:50,0 days 00:29:26,0 days 00:17:26,0 days 00:05:56,0 days 00:00:01
240,2023-03-30,10,-2,2022/2023,2384.996023,65.13996269,16.09281764,14.36368097,71.20443296,15.89687322,4.685806164,0 days 01:03:36.612036,30.0317,0 days 00:06:11,0 days 00:13:24,0 days 00:14:20,0 days 00:08:28,0 days 00:00:00
241,2023-03-31,10,-1,2022/2023,3531.911078,30.43377634,0.0,0.0,98.57959664,28.83160334,6.392663781,0 days 01:07:51.598225800,22.7114,0 days 00:06:23,0 days 00:21:11,0 days 00:18:13,0 days 00:09:07,0 days 00:00:32
242,2023-04-01,0,0,2022/2023,8719.147818,632.453672,295.3915077,118.9930641,243.4918,93.34433209,32.61912185,0 days 01:41:03.846473999,30.7906,0 days 00:06:15,0 days 00:10:11,0 days 00:10:37,0 days 00:13:34,0 days 00:00:08
243,2023-04-02,1,-2,2022/2023,4388.575027,91.45656576,32.62167789,8.707971378,161.5190762,53.64367411,12.39865894,0 days 00:45:27.463245600,28.1511,0 days 00:02:32,0 days 00:08:30,0 days 00:14:18,0 days 00:20:54,0 days 00:02:45
244,2023-04-03,2,-1,2022/2023,1830.25127,32.3095589,32.21084657,0.0,48.57876932,16.61527274,4.386231443,0 days 00:39:32.249590800,26.2275,0 days 00:04:50,0 days 00:09:39,0 days 00:05:40,0 days 00:02:12,0 days 00:00:03
245,2023-04-04,0,0,2022/2023,7890.10721,364.3434068,156.4214547,54.22362861,174.680863,64.43626887,18.17235336,0 days 01:11:00.049383,30.93116524,0 days 00:01:45,0 days 00:09:26,0 days 00:24:59,0 days 00:21:02,0 days 00:01:04
246,2023-04-05,1,-3,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
247,2023-04-06,2,-2,2022/2023,3429.224505,80.1349822,33.48401894,17.8643771,62.1354119,19.77462445,4.454083293,0 days 01:04:20.714534400,29.4368,0 days 00:08:51,0 days 00:20:50,0 days 00:14:54,0 days 00:07:53,0 days 00:00:01
248,2023-04-07,3,-1,2022/2023,3449.610962,188.0852944,62.20552939,39.06171308,43.17120869,14.37315258,4.571812993,0 days 01:01:49.671579600,29.4692,0 days 00:04:54,0 days 00:19:21,0 days 00:12:06,0 days 00:04:03,0 days 00:00:01
249,2023-04-08,0,0,2022/2023,12538.74364,553.8415732,247.0210814,89.45287555,261.6826863,103.4039639,36.43437498,0 days 01:57:50.731986,30.78503333,0 days 00:07:33,0 days 00:12:46,0 days 00:03:51,0 days 00:16:46,0 days 00:00:29
250,2023-04-09,1,-3,2022/2023,6349.03567,311.2519602,111.3240708,40.81259274,145.2581244,37.62764903,7.633767616,0 days 01:15:24.089434200,29.8034,0 days 00:02:03,0 days 00:12:03,0 days 00:22:33,0 days 00:21:58,0 days 00:00:10
251,2023-04-10,2,-2,2022/2023,4382.617475,56.18139985,24.17664289,12.02562172,96.77366381,29.04869471,5.515674922,0 days 01:17:03.963750600,28.25248571,0 days 00:04:11,0 days 00:23:07,0 days 00:21:30,0 days 00:06:26,0 days 00:00:14
252,2023-04-11,3,-1,2022/2023,4086.615804,149.1413813,49.46673285,19.62627632,95.90718143,27.12015095,6.995167211,0 days 01:10:18.350502600,28.5583,0 days 00:05:34,0 days 00:17:14,0 days 00:17:06,0 days 00:05:42,0 days 00:00:01
253,2023-04-12,0,0,2022/2023,2667.198607,184.9737162,184.6808454,71.33074867,55.88066978,24.30533419,14.48102776,0 days 00:53:14.187534600,30.10635,0 days 00:04:46,0 days 00:06:18,0 days 00:10:31,0 days 00:05:26,0 days 00:00:03
254,2023-04-13,1,-2,2022/2023,3848.900937,135.2615877,41.74287545,10.9748511,86.25332198,22.42852474,5.040620615,0 days 00:53:58.779895200,28.3117,0 days 00:04:40,0 days 00:16:37,0 days 00:14:16,0 days 00:08:42,0 days 00:00:02
255,2023-04-14,2,-1,2022/2023,2068.231695,23.7228356,20.90444036,7.335875728,47.80907643,15.02040663,2.300527503,0 days 00:46:56.410242600,27.7803,0 days 00:05:27,0 days 00:14:25,0 days 00:11:22,0 days 00:01:19,0 days 00:00:16
256,2023-04-15,0,0,2022/2023,9013.767406,731.7663758,294.716406,108.4119287,187.2967629,72.28220163,28.24076213,0 days 01:36:19.081936200,30.45512,0 days 00:09:15,0 days 00:20:30,0 days 00:09:58,0 days 00:07:47,0 days 00:00:04
257,2023-04-16,1,-2,2022/2023,4094.97042,185.6111865,78.88736797,6.639878713,120.0827188,37.34314892,10.97239027,0 days 00:54:45.755144400,27.7343,0 days 00:01:40,0 days 00:09:07,0 days 00:18:32,0 days 00:11:04,0 days 00:00:21
258,2023-04-17,2,-1,2022/2023,2119.116861,41.63642821,34.51078877,0.077243159,36.20121077,6.341496799,2.407979681,0 days 00:43:56.407931400,26.2796,0 days 00:05:14,0 days 00:13:07,0 days 00:06:44,0 days 00:01:26,0 days 00:00:01
259,2023-04-18,0,0,2022/2023,7347.992084,581.6874413,324.9881957,134.1172191,196.8954739,76.31562599,29.84896221,0 days 01:00:10.645914600,31.15255833,0 days 00:02:49,0 days 00:09:43,0 days 00:17:00,0 days 00:19:08,0 days 00:00:48
260,2023-04-19,1,-7,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
261,2023-04-20,2,-6,2022/2023,3239.236797,209.3228707,0.474041929,16.85654821,75.72665433,20.16175442,5.329933802,0 days 00:44:06.088312200,29.6744,0 days 00:02:50,0 days 00:07:47,0 days 00:07:22,0 days 00:04:02,0 days 00:00:02
262,2023-04-21,3,-5,2022/2023,3756.647557,131.1820905,141.2701943,57.14328433,108.1188729,34.22321415,9.742618992,0 days 01:16:04.480060800,30.8516,0 days 00:08:11,0 days 00:23:14,0 days 00:17:57,0 days 00:11:17,0 days 00:00:02
263,2023-04-22,4,-4,2022/2023,5103.879993,161.1394435,98.6502765,43.87549663,70.15871068,24.85515686,11.472089,0 days 01:14:05.973573600,30.3335,0 days 00:06:27,0 days 00:18:32,0 days 00:21:06,0 days 00:08:49,0 days 00:00:01
264,2023-04-23,5,-3,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
265,2023-04-24,6,-2,2022/2023,4625.693339,96.48395674,43.4849741,13.08916792,106.9200049,37.86332206,8.059396225,0 days 01:23:42.890859600,28.908,0 days 00:08:47,0 days 00:24:14,0 days 00:15:22,0 days 00:06:04,0 days 00:00:05
266,2023-04-25,7,-1,2022/2023,2926.692801,101.620188,4.847780721,5.65446987,88.86063082,26.0747373,8.388374827,0 days 00:57:26.786392800,27.9453,0 days 00:02:42,0 days 00:13:18,0 days 00:17:56,0 days 00:12:28,0 days 00:00:02
267,2023-04-26,0,0,2022/2023,7878.198764,212.9855346,99.00399541,27.78470131,128.8316307,44.90132302,11.20269666,0 days 01:27:11.656846800,29.6106,0 days 00:07:39,0 days 00:14:40,0 days 00:20:05,0 days 00:16:15,0 days 00:00:37
268,2023-04-27,1,-5,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
269,2023-04-28,2,-4,2022/2023,3930.631434,16.55385075,0.061949872,2.112652675,93.77166592,23.88135272,6.409247687,0 days 01:16:34.228844400,26.8204,0 days 00:07:39,0 days 00:20:28,0 days 00:15:22,0 days 00:07:12,0 days 00:00:18
270,2023-04-29,3,-3,2022/2023,5136.026462,84.44057419,5.612552362,7.870450657,88.99481358,19.45911789,3.95431675,0 days 01:13:10.462057800,28.8105,0 days 00:04:42,0 days 00:18:43,0 days 00:19:17,0 days 00:08:17,0 days 00:00:01
271,2023-04-30,4,-2,2022/2023,3499.280527,17.1190421,42.55411336,18.01185896,73.76317441,18.18993699,3.346989233,0 days 01:04:08.068454400,28.9287,0 days 00:05:10,0 days 00:18:10,0 days 00:19:43,0 days 00:03:48,0 days 00:00:02
272,2023-05-01,5,-1,2022/2023,2918.438907,42.37572807,29.39641785,20.94482778,64.32841393,21.50701383,6.834683619,0 days 00:57:23.674924800,29.69935,0 days 00:03:55,0 days 00:14:22,0 days 00:15:39,0 days 00:07:09,0 days 00:00:09
273,2023-05-02,0,0,2022/2023,8392.04745,549.5704033,225.3311651,77.03160927,203.0398715,65.04655201,19.30299645,0 days 01:38:33.696220800,31.11113333,0 days 00:06:09,0 days 00:20:25,0 days 00:28:52,0 days 00:18:41,0 days 00:00:07
274,2023-05-03,1,-3,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
275,2023-05-04,2,-2,2022/2023,3125.057304,33.25557032,8.197815145,0.0,49.4162322,19.43155206,1.35752662,0 days 01:24:49.705812,25.0681,0 days 00:18:43,0 days 00:13:52,0 days 00:11:17,0 days 00:05:15,0 days 00:00:00
276,2023-05-05,3,-1,2022/2023,3577.465034,107.9933773,44.52033733,27.71601986,73.11613905,27.06951539,8.095298216,0 days 00:53:26.021046,30.3181,0 days 00:03:58,0 days 00:13:59,0 days 00:16:07,0 days 00:05:55,0 days 00:00:03
277,2023-05-06,0,0,2022/2023,11946.59108,507.4359254,184.0820025,47.97435356,272.7527116,104.7441677,37.68675341,0 days 02:03:23.713764,28.18335238,0 days 00:06:50,0 days 00:13:55,0 days 00:04:54,0 days 00:16:53,0 days 00:01:14
278,2023-05-07,1,-6,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
279,2023-05-08,2,-5,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
280,2023-05-09,3,-4,2022/2023,5076.582455,37.92514834,10.9997469,5.069831856,92.22489362,23.57220058,6.538820423,0 days 01:13:06.163033200,28.0753,0 days 00:05:33,0 days 00:19:23,0 days 00:15:25,0 days 00:11:50,0 days 00:00:46
281,2023-05-10,4,-3,2022/2023,5240.362225,186.1974241,77.02203163,54.5706117,112.60961,34.7205167,5.910631239,0 days 01:20:44.494342800,30.96993333,0 days 00:05:31,0 days 00:22:36,0 days 00:18:17,0 days 00:08:17,0 days 00:00:03
282,2023-05-11,5,-2,2022/2023,4658.681077,25.41593975,2.157981423,3.96989608,103.1269115,29.17985659,4.028622324,0 days 01:22:55.447071,26.9832,0 days 00:08:57,0 days 00:26:09,0 days 00:27:50,0 days 00:10:38,0 days 00:00:28
283,2023-05-12,6,-1,2022/2023,4466.820988,42.89970659,18.66874882,0.912439798,105.1806921,30.18202742,7.493624085,0 days 00:57:43.030983,27.0296,0 days 00:02:00,0 days 00:10:28,0 days 00:20:06,0 days 00:15:26,0 days 00:00:15
284,2023-05-13,0,0,2022/2023,4769.307897,544.3935358,177.9068849,34.0629995,82.30104805,31.59622239,13.11647934,0 days 00:37:20.102344800,29.91884,0 days 00:01:11,0 days 00:00:47,0 days 00:01:37,0 days 00:01:24,0 days 00:00:01
285,2023-05-14,1,-7,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
286,2023-05-15,2,-6,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
287,2023-05-16,3,-5,2022/2023,4074.469044,250.3761551,105.6243383,8.269889451,75.28323031,23.47360476,5.082016689,0 days 01:26:09.767538,27.549475,0 days 00:13:58,0 days 00:23:22,0 days 00:15:19,0 days 00:02:22,0 days 00:00:00
288,2023-05-17,4,-4,2022/2023,5001.323181,148.9510929,57.51050684,24.38644575,116.9160902,42.01651274,15.64106765,0 days 01:10:07.566548400,29.22338,0 days 00:02:44,0 days 00:12:20,0 days 00:14:04,0 days 00:06:00,0 days 00:00:10
289,2023-05-18,5,-3,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
290,2023-05-19,6,-2,2022/2023,4427.442218,30.5725473,25.16305653,6.899065866,79.27212835,22.10671866,1.887335824,0 days 01:07:03.075734400,27.8907,0 days 00:09:34,0 days 00:19:25,0 days 00:14:08,0 days 00:04:34,0 days 00:00:05
291,2023-05-20,7,-1,2022/2023,3424.3443,48.74117726,8.690636145,0.0,61.89232988,23.05990812,4.737930971,0 days 01:02:31.813050,25.6348,0 days 00:06:08,0 days 00:21:54,0 days 00:15:16,0 days 00:07:35,0 days 00:00:02
292,2023-05-21,0,0,2022/2023,5157.44512,217.7251009,73.56031797,14.52157852,100.1123624,31.85065526,9.699223037,0 days 00:55:22.470304800,28.66928333,0 days 00:02:15,0 days 00:11:17,0 days 00:20:39,0 days 00:14:07,0 days 00:00:00
293,2023-05-22,1,-3,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
294,2023-05-23,2,-2,2022/2023,2426.763699,106.5382466,28.54691501,23.81084384,47.48182592,15.68559751,5.682072252,0 days 00:53:50.978888400,30.87703333,0 days 00:07:53,0 days 00:13:50,0 days 00:08:39,0 days 00:02:36,0 days 00:00:05
295,2023-05-24,3,-1,2022/2023,4789.000437,212.7813924,35.15643151,1.476227939,85.83747064,16.71130122,6.341895982,0 days 01:06:53.773460400,26.9967,0 days 00:09:14,0 days 00:22:21,0 days 00:17:25,0 days 00:06:00,0 days 00:00:00
296,2023-05-25,0,0,2022/2023,2736.889735,464.9424281,150.9348026,48.60214952,71.64478517,30.72272831,10.13122653,0 days 00:11:49.911145800,31.05095,0 days 00:00:52,0 days 00:00:38,0 days 00:01:33,0 days 00:01:08,0 days 00:00:10
297,2023-05-26,1,-2,2022/2023,4106.550665,92.15658729,23.9462386,8.206246703,127.6216316,38.54355209,8.968118807,0 days 00:50:29.569864200,27.7689,0 days 00:02:06,0 days 00:11:52,0 days 00:20:17,0 days 00:14:56,0 days 00:02:26
298,2023-05-27,2,-1,2022/2023,1696.303915,33.70325778,9.719085208,0.154118498,17.76544962,2.09583834,0.154830024,0 days 00:41:50.913564600,24.8749,0 days 00:06:11,0 days 00:08:23,0 days 00:04:34,0 days 00:01:01,0 days 00:00:01
299,2023-05-28,0,0,2022/2023,4244.786232,467.5335666,275.7694092,93.51110636,87.31514693,29.45556807,12.62749914,0 days 00:57:22.527474600,30.31331,0 days 00:02:58,0 days 00:06:37,0 days 00:10:00,0 days 00:11:51,0 days 00:00:00
300,2023-05-29,1,-10,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
301,2023-05-30,2,-10,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
302,2023-05-31,3,-10,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
303,2023-08-01,10,-10,2023/2024,4102.920484,362.4331223,115.7007101,13.92683693,52.37223838,8.710392824,0.362462347,0 days 01:03:39.657537,28.59203,0 days 00:10:20,0 days 00:18:45,0 days 00:15:27,0 days 00:02:53,0 days 00:00:00
304,2023-08-02,10,-10,2023/2024,9699.565896,672.2839323,241.5094923,95.45482744,168.4261632,56.71637636,18.79418702,0 days 03:32:46.232844,31.1597,0 days 00:15:18,0 days 01:04:26,0 days 00:28:15,0 days 00:29:24,0 days 00:00:15
305,2023-08-03,10,-10,2023/2024,7814.366795,343.7448814,117.2122047,35.97364661,145.0953861,37.70078899,7.103684244,0 days 02:40:51.225924,29.65626667,0 days 00:19:33,0 days 00:35:09,0 days 00:29:42,0 days 00:13:25,0 days 00:00:08
306,2023-08-04,10,-9,2023/2024,4505.063735,347.9921121,74.92641538,39.7590625,16.29317029,0.0,2.138964791,0 days 01:12:57.832231800,29.3686,0 days 00:15:38,0 days 00:20:25,0 days 00:14:38,0 days 00:03:09,0 days 00:00:03
307,2023-08-05,10,-8,2023/2024,4257.722836,221.2934682,128.3391919,46.43100591,59.15923872,16.6176431,7.349586667,0 days 00:57:46.420776600,30.2149,0 days 00:04:28,0 days 00:11:17,0 days 00:15:07,0 days 00:07:05,0 days 00:00:06
308,2023-08-06,10,-7,2023/2024,6385.700228,287.4748394,144.4317833,81.15294784,134.0791846,48.26262753,17.77364966,0 days 00:53:45.037229400,30.420615,0 days 00:02:17,0 days 00:07:20,0 days 00:20:31,0 days 00:20:37,0 days 00:01:05
309,2023-08-07,10,-6,2023/2024,2949.963068,191.5735231,47.10006095,23.57680638,36.0193039,6.928783631,1.135133921,0 days 01:31:03.052650,29.19123333,0 days 00:25:26,0 days 00:29:09,0 days 00:08:50,0 days 00:02:02,0 days 00:00:03
310,2023-08-08,10,-5,2023/2024,3187.477119,335.7684027,74.49525088,10.36340022,79.93297323,31.00431971,11.78170592,0 days 01:18:16.717354200,28.25916667,0 days 00:13:07,0 days 00:25:28,0 days 00:15:00,0 days 00:08:07,0 days 00:00:02
311,2023-08-09,10,-4,2023/2024,4060.754307,208.3188288,101.3919145,17.6305717,98.41189957,31.97772464,3.817604969,0 days 00:52:02.633302800,28.7655,0 days 00:03:55,0 days 00:08:53,0 days 00:16:34,0 days 00:11:25,0 days 00:00:02
312,2023-08-10,10,-3,2023/2024,5348.260297,288.5754422,87.47791318,33.46577593,124.4679267,41.52845658,13.10035397,0 days 01:08:55.327775400,30.5686,0 days 00:01:39,0 days 00:06:57,0 days 00:20:29,0 days 00:16:42,0 days 00:00:48
313,2023-08-11,10,-2,2023/2024,3357.117004,184.5391348,35.66151436,0.0,80.05788381,20.27381162,4.890525702,0 days 00:54:28.101823800,25.87259,0 days 00:04:44,0 days 00:15:18,0 days 00:18:36,0 days 00:10:34,0 days 00:00:02
314,2023-08-12,10,-1,2023/2024,3283.160003,40.81181291,73.93712811,0.0,22.83770078,15.73155381,2.928419372,0 days 00:52:14.978561400,26.312095,0 days 00:07:37,0 days 00:13:16,0 days 00:10:52,0 days 00:03:14,0 days 00:00:06
315,2023-08-13,0,0,2023/2024,5768.904129,425.4688896,168.6935745,67.65073465,119.1564281,48.25707882,18.5732356,0 days 01:16:20.278543200,30.64549524,0 days 00:03:06,0 days 00:11:02,0 days 00:20:26,0 days 00:14:14,0 days 00:00:06
316,2023-08-14,1,-6,2023/2024,6103.124659,313.4223527,143.3691307,25.97874468,202.5140334,68.68851202,21.55684959,0 days 01:43:44.901012,28.40566667,0 days 00:08:37,0 days 00:29:20,0 days 00:25:36,0 days 00:22:17,0 days 00:00:03
